Market,AREA,A_MEAN,A_MEAN_ME,A_MEAN_SE,A_MEDIAN,A_MEDIAN_ME,A_MEDIAN_SE,EMP_PRSE,JOBS_1000,JOBS_1000_ME,JOBS_1000_SE,MEAN_PRSE,OCC_CODE,OCC_TITLE,PRIM_STATE,TOT_EMP,TOT_EMP_ME,TOT_EMP_SE,YEAR
"Sebastian-Vero Beach, FL",42680,54770.0,2898.4284,1478.79,50550.0,3632.6003137199996,1853.367507,11.4,6.953,1.5535783200000002,0.7926420000000001,2.7,15-0000,Computer and Mathematical Occupations,FL,310.0,69.2664,35.34,2010
"Tallahassee, FL",45220,56430.0,4202.9064,2144.34,51310.0,5267.50259112,2687.501322,3.4,40.524,2.70051936,1.377816,3.8,15-0000,Computer and Mathematical Occupations,FL,6420.0,427.8288,218.28,2010
"Tampa-St. Petersburg-Clearwater, FL",45300,70360.0,2758.112,1407.2,68020.0,3456.7417696,1763.6437600000002,4.9,27.212,2.6134404800000004,1.3333880000000002,2.0,15-0000,Computer and Mathematical Occupations,FL,29710.0,2853.3484,1455.79,2010
"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division",48424,70710.0,3049.0152,1555.62,67220.0,3821.33075016,1949.6585460000001,5.1,21.582,2.15733672,1.100682,2.2,15-0000,Computer and Mathematical Occupations,FL,10720.0,1071.5711999999999,546.7199999999999,2010
"Albany, GA",10500,63130.0,7176.618399999999,3661.54,59330.0,8994.45584072,4589.008082,8.2,8.804,1.4149788799999998,0.7219279999999999,5.8,15-0000,Computer and Mathematical Occupations,GA,520.0,83.5744,42.64,2010
"Athens-Clarke County, GA",12020,56140.0,6602.064,3368.4,48760.0,8274.366811200001,4221.615720000001,6.3,16.169,1.9965481200000001,1.018647,6.0,15-0000,Computer and Mathematical Occupations,GA,1230.0,151.88039999999998,77.49,2010
"Atlanta-Sandy Springs-Marietta, GA",12060,77570.0,2584.6324,1318.69,74400.0,3239.3197869200003,1652.7141770000003,1.9,35.634,1.32701016,0.677046,1.7,15-0000,Computer and Mathematical Occupations,GA,78420.0,2920.3608,1489.98,2010
"Augusta-Richmond County, GA-SC",12260,63650.0,3742.62,1909.5,61390.0,4690.625646,2393.17635,5.7,12.052,1.34644944,0.686964,3.0,15-0000,Computer and Mathematical Occupations,GA,2440.0,272.59680000000003,139.08,2010
"Brunswick, GA",15260,60870.0,4652.9028,2373.93,57630.0,5831.483079239999,2975.2464689999997,5.2,5.375,0.54782,0.27949999999999997,3.9,15-0000,Computer and Mathematical Occupations,GA,210.0,21.4032,10.92,2010
"Columbus, GA-AL",17980,63230.0,2230.7544000000003,1138.14,60890.0,2795.80448952,1426.4308620000002,3.3,21.631,1.3990930799999999,0.713823,1.8,15-0000,Computer and Mathematical Occupations,GA,2390.0,154.58520000000001,78.87,2010
"Dalton, GA",19140,63000.0,6297.48,3213.0,59000.0,7892.631684000001,4026.8529000000003,7.9,13.379,2.0716043600000003,1.0569410000000001,5.1,15-0000,Computer and Mathematical Occupations,GA,850.0,131.614,67.15,2010
"Gainesville, GA",23580,56630.0,3218.8492,1642.27,54390.0,4034.18370236,2058.256991,35.3,12.287,8.501129559999999,4.337311,2.9,15-0000,Computer and Mathematical Occupations,GA,840.0,581.1791999999999,296.52,2010
"Hinesville-Fort Stewart, GA",25980,59990.0,5526.2788,2819.53,59000.0,6926.08522004,3533.716949,13.7,16.737,4.49421924,2.292969,4.7,15-0000,Computer and Mathematical Occupations,GA,280.0,75.1856,38.36,2010
"Macon, GA",31420,58180.0,4675.344799999999,2385.3799999999997,54440.0,5859.60963784,2989.596754,7.7,11.614,1.75278488,0.894278,4.1,15-0000,Computer and Mathematical Occupations,GA,1050.0,158.46599999999998,80.85,2010
"Rome, GA",40660,46550.0,3010.8540000000003,1536.15,42090.0,3773.5033181999997,1925.256795,5.3,13.713,1.42450644,0.726789,3.3,15-0000,Computer and Mathematical Occupations,GA,490.0,50.901199999999996,25.97,2010
"Savannah, GA",42340,58760.0,1727.5439999999999,881.4,56500.0,2165.1308952000004,1104.6586200000002,6.2,7.661,0.9309647199999999,0.47498199999999996,1.5,15-0000,Computer and Mathematical Occupations,GA,1110.0,134.88719999999998,68.82,2010
"Valdosta, GA",46660,48810.0,2965.6955999999996,1513.11,45840.0,3716.90629548,1896.3807630000001,10.3,5.61,1.1325468,0.5778300000000001,3.1,15-0000,Computer and Mathematical Occupations,GA,270.0,54.5076,27.81,2010
"Warner Robins, GA",47580,71340.0,3076.1808,1569.48,69230.0,3855.37739664,1967.029284,6.3,30.047,3.7102035599999996,1.892961,2.2,15-0000,Computer and Mathematical Occupations,GA,1710.0,211.1508,107.73,2010
"Honolulu, HI",26180,68020.0,1866.4687999999999,952.28,66350.0,2339.2453470400005,1193.4925240000002,3.7,17.662,1.28084824,0.653494,1.4,15-0000,Computer and Mathematical Occupations,HI,7430.0,538.8236,274.91,2010
"Ames, IA",11180,57550.0,3496.738,1784.05,55350.0,4382.461735400001,2235.9498650000005,8.0,21.191,3.3227488,1.69528,3.1,15-0000,Computer and Mathematical Occupations,IA,830.0,130.144,66.4,2010
"Cedar Rapids, IA",16300,65100.0,2807.112,1432.2,62770.0,3518.1534696000003,1794.9762600000001,3.8,37.371,2.78339208,1.420098,2.2,15-0000,Computer and Mathematical Occupations,IA,5080.0,378.35839999999996,193.04,2010
"Davenport-Moline-Rock Island, IA-IL",19340,66460.0,5601.2488,2857.78,64670.0,7020.04512104,3581.655674,12.0,16.404,3.8582208000000002,1.9684800000000002,4.3,15-0000,Computer and Mathematical Occupations,IA,2910.0,684.432,349.2,2010
"Des Moines-West Des Moines, IA",19780,68330.0,1741.0484,888.29,67880.0,2182.0559597200004,1113.2938570000001,4.9,36.648,3.5196739200000002,1.7957520000000002,1.3,15-0000,Computer and Mathematical Occupations,IA,11630.0,1116.9452,569.8700000000001,2010
"Dubuque, IA",20220,54530.0,4382.030799999999,2235.7299999999996,50730.0,5491.999201639999,2802.0404089999997,12.1,15.684,3.71961744,1.897764,4.1,15-0000,Computer and Mathematical Occupations,IA,810.0,192.0996,98.01,2010
"Iowa City, IA",26980,62190.0,2681.6328,1368.18,59550.0,3360.89038824,1714.739994,3.6,24.286,1.71362016,0.8742960000000001,2.2,15-0000,Computer and Mathematical Occupations,IA,2000.0,141.12,72.0,2010
"Sioux City, IA-NE-SD",43580,58140.0,4444.2216,2267.46,54630.0,5569.94293128,2841.8076180000003,16.8,10.41,3.4278048,1.74888,3.9,15-0000,Computer and Mathematical Occupations,IA,730.0,240.3744,122.64,2010
"Waterloo-Cedar Falls, IA",47940,58660.0,2874.34,1466.5,56170.0,3602.410322,1837.9644500000002,17.0,13.704,4.5661728,2.32968,2.5,15-0000,Computer and Mathematical Occupations,IA,1160.0,386.51199999999994,197.2,2010
"Boise City-Nampa, ID",14260,60470.0,5451.9752,2781.62,60850.0,6832.960518160001,3486.2043460000004,15.7,33.54,10.320928799999999,5.2657799999999995,4.6,15-0000,Computer and Mathematical Occupations,ID,8580.0,2640.2376,1347.06,2010
"Coeur d'Alene, ID",17660,53880.0,4012.9824,2047.44,48730.0,5029.47084192,2566.056552,10.1,11.31,2.2389276,1.14231,3.8,15-0000,Computer and Mathematical Occupations,ID,580.0,114.8168,58.58,2010
"Idaho Falls, ID",26820,63660.0,7236.8688,3692.28,61110.0,9069.967667039999,4627.534524,29.3,11.334,6.508889519999999,3.320862,5.8,15-0000,Computer and Mathematical Occupations,ID,540.0,310.1112,158.22,2010
"Lewiston, ID-WA",30300,44640.0,1924.8768000000002,982.0800000000002,43660.0,2412.4480934400003,1230.8408640000002,32.0,13.445,8.432704000000001,4.3024000000000004,2.2,15-0000,Computer and Mathematical Occupations,ID,320.0,200.704,102.4,2010
"Pocatello, ID",38540,50020.0,7254.9008,3701.48,44230.0,9092.56717264,4639.064884,35.0,14.003,9.606058,4.901050000000001,7.4,15-0000,Computer and Mathematical Occupations,ID,470.0,322.42,164.5,2010
"Bloomington-Normal, IL",14060,74260.0,3493.1904,1782.24,72020.0,4378.01552832,2233.681392,18.5,39.762,14.4177012,7.35597,2.4,15-0000,Computer and Mathematical Occupations,IL,3410.0,1236.4660000000001,630.85,2010
"Champaign-Urbana, IL",16580,62520.0,3063.48,1563.0,61400.0,3839.4594840000004,1958.9079000000002,16.3,25.933,8.28507484,4.227079,2.5,15-0000,Computer and Mathematical Occupations,IL,2550.0,814.674,415.65,2010
"Chicago-Naperville-Joliet, IL Metropolitan Division",16974,77330.0,1818.8016,927.96,73690.0,2279.50404528,1163.012268,3.2,26.067,1.6349222399999999,0.834144,1.2,15-0000,Computer and Mathematical Occupations,IL,92330.0,5790.9376,2954.56,2010
"Danville, IL",19180,47510.0,4469.7408,2280.48,41180.0,5601.9261446400005,2858.1255840000003,7.1,5.358,0.7456192799999999,0.3804179999999999,4.8,15-0000,Computer and Mathematical Occupations,IL,150.0,20.874,10.65,2010
"Decatur, IL",19500,54110.0,10499.5044,5356.89,51560.0,13159.02886452,6713.790237,6.9,8.255,1.1164062000000001,0.5695950000000001,9.9,15-0000,Computer and Mathematical Occupations,IL,420.0,56.8008,28.98,2010
"Kankakee-Bradley, IL",28100,56240.0,4960.368,2530.8,52680.0,6216.829214400001,3171.8516400000003,13.7,4.6,1.2351919999999996,0.6301999999999999,4.5,15-0000,Computer and Mathematical Occupations,IL,190.0,51.0188,26.03,2010
"Lake County-Kenosha County, IL-WI Metropolitan Division",29404,76500.0,2548.98,1300.5,75700.0,3194.636634,1629.9166500000001,12.4,29.342,7.1312796800000005,3.638408,1.7,15-0000,Computer and Mathematical Occupations,IL,10840.0,2634.5536,1344.16,2010
"Peoria, IL",37900,64060.0,5398.9767999999995,2754.58,59530.0,6766.53762344,3452.315114,15.1,10.902,3.2265559199999996,1.6462019999999997,4.3,15-0000,Computer and Mathematical Occupations,IL,1820.0,538.6472,274.82,2010
"Rockford, IL",40420,59790.0,3398.4636,1733.91,57630.0,4259.29442988,2173.1094030000004,16.2,9.81,3.1148712,1.58922,2.9,15-0000,Computer and Mathematical Occupations,IL,1350.0,428.652,218.7,2010
"Springfield, IL",44100,70450.0,5799.444,2958.9,71960.0,7268.4431652,3708.3893700000003,9.5,27.227,5.069667399999999,2.586565,4.2,15-0000,Computer and Mathematical Occupations,IL,2870.0,534.3939999999999,272.65,2010
"Anderson, IN",11300,60180.0,5307.875999999999,2708.1,54740.0,6652.3609908,3394.06173,12.1,5.595,1.3269102,0.676995,4.5,15-0000,Computer and Mathematical Occupations,IN,210.0,49.803599999999996,25.41,2010
"Bloomington, IN",14020,55780.0,2733.22,1394.5,51350.0,3425.544626,1747.72685,3.0,23.326,1.3715688000000001,0.6997800000000001,2.5,15-0000,Computer and Mathematical Occupations,IN,1690.0,99.372,50.7,2010
"Columbus, IN",18020,65470.0,2951.3876,1505.81,64100.0,3698.97407908,1887.231673,5.4,20.777,2.1990376800000004,1.1219580000000002,2.3,15-0000,Computer and Mathematical Occupations,IN,830.0,87.8472,44.82,2010
"Elkhart-Goshen, IN",21140,53620.0,4308.903199999999,2198.4199999999996,49940.0,5400.348380559999,2755.2797859999996,5.5,6.477,0.6982206000000001,0.356235,4.1,15-0000,Computer and Mathematical Occupations,IN,640.0,68.992,35.2,2010
"Evansville, IN-KY",21780,61240.0,5041.2768,2572.08,56150.0,6318.232213440001,3223.5878640000005,8.8,13.01,2.2439648,1.1448800000000001,4.2,15-0000,Computer and Mathematical Occupations,IN,2170.0,374.2816,190.96,2010
"Fort Wayne, IN",23060,66560.0,4174.6432,2129.92,64250.0,5232.080322559999,2669.428736,10.6,23.845,4.954037199999999,2.52757,3.2,15-0000,Computer and Mathematical Occupations,IN,4640.0,964.0064,491.84,2010
"Gary, IN Metropolitan Division",23844,60890.0,3460.9876,1765.81,56630.0,4337.65575908,2213.0896730000004,7.7,7.547,1.1389932399999998,0.5811189999999999,2.9,15-0000,Computer and Mathematical Occupations,IN,1950.0,294.294,150.15,2010
"Indianapolis-Carmel, IN",26900,67400.0,1849.456,943.6,64820.0,2317.9232048000003,1182.61388,6.0,27.429,3.2256503999999993,1.6457399999999998,1.4,15-0000,Computer and Mathematical Occupations,IN,23380.0,2749.488,1402.8,2010
"Kokomo, IN",29020,79410.0,7782.18,3970.5,82470.0,9753.406194,4976.22765,16.2,28.503,9.05027256,4.6174859999999995,5.0,15-0000,Computer and Mathematical Occupations,IN,1080.0,342.9216,174.96,2010
"Lafayette, IN",29140,60020.0,2823.3408,1440.48,57390.0,3538.49302464,1805.353584,8.8,17.411,3.003049280000001,1.5321680000000004,2.4,15-0000,Computer and Mathematical Occupations,IN,1380.0,238.02240000000003,121.44000000000001,2010
"Michigan City-La Porte, IN",33140,54540.0,4810.428,2454.3,49020.0,6028.909412399999,3075.97419,12.6,5.614,1.38643344,0.707364,4.5,15-0000,Computer and Mathematical Occupations,IN,230.0,56.8008,28.98,2010
"Muncie, IN",34620,57650.0,3163.832,1614.2,54020.0,3965.2306456,2023.0768600000001,14.6,15.623,4.47067768,2.280958,2.8,15-0000,Computer and Mathematical Occupations,IN,690.0,197.45039999999997,100.74,2010
"South Bend-Mishawaka, IN-MI",43780,57500.0,3268.2999999999997,1667.5,53660.0,4096.16039,2089.87775,9.1,15.431,2.7522731599999997,1.404221,2.9,15-0000,Computer and Mathematical Occupations,IN,1920.0,342.4512,174.72,2010
"Terre Haute, IN",45460,61180.0,4796.512,2447.2,57860.0,6011.4684896,3067.07576,47.8,16.702,15.64776976,7.983556,4.0,15-0000,Computer and Mathematical Occupations,IN,1110.0,1039.9368,530.58,2010
"Lawrence, KS",29940,55460.0,5217.6768,2662.08,49740.0,6539.31433344,3336.384864,23.9,18.196,8.523734240000001,4.348844000000001,4.8,15-0000,Computer and Mathematical Occupations,KS,830.0,388.8052,198.37,2010
"Manhattan, KS",31740,54860.0,3655.8704,1865.24,53370.0,4581.90237232,2337.705292,5.9,15.187,1.75622468,0.8960330000000001,3.4,15-0000,Computer and Mathematical Occupations,KS,880.0,101.7632,51.92,2010
"Topeka, KS",45820,61300.0,5046.215999999999,2574.6,56100.0,6324.4225128,3226.74618,3.6,21.976,1.55062656,0.7911360000000001,4.2,15-0000,Computer and Mathematical Occupations,KS,2330.0,164.4048,83.88,2010
"Wichita, KS",48620,63040.0,3336.0768,1702.08,60510.0,4181.10505344,2133.216864,10.6,18.219,3.78517944,1.931214,2.7,15-0000,Computer and Mathematical Occupations,KS,5070.0,1053.3431999999998,537.42,2010
"Bowling Green, KY",14540,51910.0,2543.59,1297.75,50300.0,3187.8813470000005,1626.4700750000002,25.2,10.144,5.0103244799999995,2.556288,2.5,15-0000,Computer and Mathematical Occupations,KY,560.0,276.5952,141.12,2010
"Elizabethtown, KY",21060,62260.0,7565.8351999999995,3860.12,61230.0,9482.26125616,4837.888396,7.5,24.512,3.603264,1.8384,6.2,15-0000,Computer and Mathematical Occupations,KY,1060.0,155.82,79.5,2010
"Lexington-Fayette, KY",30460,63110.0,3834.5636,1956.41,59300.0,4805.85855988,2451.968653,23.6,26.54,12.2763424,6.26344,3.1,15-0000,Computer and Mathematical Occupations,KY,6340.0,2932.6304,1496.24,2010
"Louisville-Jefferson County, KY-IN",31140,66810.0,2357.0568,1202.58,63830.0,2954.09928744,1507.193514,6.2,18.682,2.27023664,1.1582839999999999,1.8,15-0000,Computer and Mathematical Occupations,KY,10880.0,1322.1375999999998,674.56,2010
"Owensboro, KY",36980,56200.0,9803.528,5001.8,46320.0,12286.761642399999,6268.75594,17.4,7.839,2.6734125599999996,1.363986,8.9,15-0000,Computer and Mathematical Occupations,KY,370.0,126.1848,64.38,2010
"Alexandria, LA",10780,55260.0,3790.836,1934.1,52440.0,4751.054758800001,2424.0075300000003,11.8,5.086,1.1762900800000002,0.6001480000000001,3.5,15-0000,Computer and Mathematical Occupations,LA,310.0,71.6968,36.58,2010
"Baton Rouge, LA",12940,57500.0,3493.7,1782.5,53670.0,4378.65421,2234.00725,3.9,15.721,1.20171324,0.613119,3.1,15-0000,Computer and Mathematical Occupations,LA,5590.0,427.2996,218.01,2010
"Houma-Bayou Cane-Thibodaux, LA",26380,50450.0,2867.578,1463.05,46350.0,3593.9355074,1833.6405650000002,12.9,4.18,1.0568711999999998,0.5392199999999999,2.9,15-0000,Computer and Mathematical Occupations,LA,380.0,96.0792,49.02,2010
"Lafayette, LA",29180,50440.0,1878.3856,958.36,46650.0,2354.1806724800003,1201.1125880000002,5.4,8.39,0.8879976,0.45306,1.9,15-0000,Computer and Mathematical Occupations,LA,1190.0,125.9496,64.26,2010
"Lake Charles, LA",29340,55790.0,3499.1488,1785.28,50270.0,4385.483191040001,2237.4914240000003,8.9,5.371,0.93691724,0.478019,3.2,15-0000,Computer and Mathematical Occupations,LA,470.0,81.98679999999999,41.83,2010
"Monroe, LA",33740,51210.0,2107.8036,1075.41,48100.0,2641.71025188,1347.811353,18.0,10.779,3.8028311999999995,1.9402199999999998,2.1,15-0000,Computer and Mathematical Occupations,LA,800.0,282.24,144.0,2010
"New Orleans-Metairie-Kenner, LA",35380,62460.0,3795.0696,1936.26,58870.0,4756.36072968,2426.714658,6.0,12.554,1.4763504,0.75324,3.1,15-0000,Computer and Mathematical Occupations,LA,6330.0,744.408,379.8,2010
"Shreveport-Bossier City, LA",43340,58750.0,2763.6,1410.0,57210.0,3463.6198800000006,1767.1530000000002,6.5,7.326,0.9333324,0.47619,2.4,15-0000,Computer and Mathematical Occupations,LA,1250.0,159.25,81.25,2010
"Barnstable Town, MA",70900,72540.0,5260.6008,2683.98,69350.0,6593.110982640001,3363.832134,6.8,9.411,1.2542980799999999,0.639948,3.7,15-0000,Computer and Mathematical Occupations,MA,880.0,117.2864,59.84,2010
"Boston-Cambridge-Quincy, MA NECTA Division",71654,89390.0,1576.8396,804.51,86940.0,1976.25307068,1008.2923830000001,2.9,52.958,3.0101327199999997,1.5357819999999998,0.9,15-0000,Computer and Mathematical Occupations,MA,87800.0,4990.552,2546.2,2010
"Brockton-Bridgewater-Easton, MA NECTA Division",72104,68620.0,5245.3128,2676.18,65880.0,6573.950532240001,3354.0563940000006,8.0,7.992,1.2531456,0.63936,3.9,15-0000,Computer and Mathematical Occupations,MA,680.0,106.624,54.4,2010
"Framingham, MA NECTA Division",73104,93680.0,4406.7072,2248.32,91350.0,5522.92613376,2817.819456,9.4,76.254,14.049036960000002,7.1678760000000015,2.4,15-0000,Computer and Mathematical Occupations,MA,11800.0,2174.032,1109.2,2010
"Haverhill-North Andover-Amesbury, MA-NH NECTA Division",73604,79670.0,11555.3368,5895.58,70050.0,14482.303611440002,7388.930414000001,7.2,13.045,1.8409104,0.9392400000000001,7.4,15-0000,Computer and Mathematical Occupations,MA,990.0,139.7088,71.28,2010
"Lawrence-Methuen-Salem, MA-NH NECTA Division",74204,76130.0,5670.1624,2892.94,73310.0,7106.414535920001,3625.7217020000007,8.0,17.248,2.7044864000000004,1.3798400000000002,3.8,15-0000,Computer and Mathematical Occupations,MA,960.0,150.528,76.8,2010
"Leominster-Fitchburg-Gardner, MA",74500,68050.0,4801.608,2449.8,63800.0,6017.8553064,3070.33434,14.6,7.864,2.25036224,1.1481439999999998,3.6,15-0000,Computer and Mathematical Occupations,MA,370.0,105.8792,54.02,2010
"Lowell-Billerica-Chelmsford, MA-NH NECTA Division",74804,95740.0,3002.4064,1531.84,96340.0,3762.9159411200003,1919.8550720000003,4.4,67.539,5.82456336,2.9717160000000002,1.6,15-0000,Computer and Mathematical Occupations,MA,7670.0,661.4608000000001,337.48,2010
"New Bedford, MA",75550,65730.0,3607.2624,1840.44,65180.0,4520.98196592,2306.6234520000003,9.9,5.872,1.13940288,0.5813280000000001,2.8,15-0000,Computer and Mathematical Occupations,MA,360.0,69.8544,35.64,2010
"Peabody, MA NECTA Division",76524,77900.0,3511.732,1791.7,76260.0,4401.253715600001,2245.5376100000003,24.4,13.053,6.2424667199999995,3.184932,2.3,15-0000,Computer and Mathematical Occupations,MA,1290.0,616.9295999999999,314.76,2010
"Pittsfield, MA",76600,72790.0,9273.446,4731.35,69730.0,11622.4098718,5929.800955000001,9.0,19.817,3.4957188,1.78353,6.5,15-0000,Computer and Mathematical Occupations,MA,670.0,118.18799999999999,60.3,2010
"Springfield, MA-CT",78100,69420.0,2585.2008,1318.98,67250.0,3240.03216264,1653.077634,11.8,15.646,3.61860688,1.8462280000000002,1.9,15-0000,Computer and Mathematical Occupations,MA,4420.0,1022.2575999999999,521.56,2010
"Taunton-Norton-Raynham, MA NECTA Division",78254,80250.0,6920.76,3531.0,77030.0,8673.788508000001,4425.402300000001,9.9,16.945,3.2880078000000004,1.6775550000000001,4.4,15-0000,Computer and Mathematical Occupations,MA,730.0,141.64919999999998,72.27,2010
"Worcester, MA-CT",79600,80570.0,2684.5924,1369.69,79020.0,3364.5996549200004,1716.632477,4.5,23.861,2.1045401999999997,1.073745,1.7,15-0000,Computer and Mathematical Occupations,MA,5650.0,498.33,254.25,2010
"Baltimore-Towson, MD",12580,84080.0,1977.5616,1008.96,80590.0,2478.4779532800003,1264.5295680000002,2.9,36.045,2.0487978,1.045305,1.2,15-0000,Computer and Mathematical Occupations,MD,44650.0,2537.906,1294.85,2010
"Bethesda-Gaithersburg-Frederick, MD Metropolitan Division",13644,88480.0,3468.4159999999997,1769.6,87750.0,4346.9657728,2217.83968,4.7,61.329,5.6496274799999995,2.882463,2.0,15-0000,Computer and Mathematical Occupations,MD,33830.0,3116.4195999999997,1590.01,2010
"Cumberland, MD-WV",19060,52430.0,4521.5632000000005,2306.92,48430.0,5666.875158560001,2891.262836000001,7.8,10.095,1.5433236,0.7874099999999999,4.4,15-0000,Computer and Mathematical Occupations,MD,380.0,58.0944,29.64,2010
"Hagerstown-Martinsburg, MD-WV",25180,74160.0,5959.4976,3040.56,71390.0,7469.03834208,3810.733848,13.8,25.277,6.83692296,3.488226,4.1,15-0000,Computer and Mathematical Occupations,MD,2340.0,632.9232000000001,322.92,2010
"Salisbury, MD",41540,64090.0,4522.1903999999995,2307.24,62910.0,5667.661228320001,2891.6638920000005,15.7,11.754,3.6169408799999996,1.8453779999999997,3.6,15-0000,Computer and Mathematical Occupations,MD,610.0,187.70919999999998,95.77,2010
"Bangor, ME",70750,54800.0,2362.976,1205.6000000000001,53170.0,2961.5178208,1510.9784800000002,17.4,12.847,4.38134088,2.235378,2.2,15-0000,Computer and Mathematical Occupations,ME,790.0,269.42159999999996,137.45999999999998,2010
"Lewiston-Auburn, ME",74650,54710.0,2144.632,1094.2,53810.0,2687.8672856,1371.36086,8.5,10.809,1.8007794,0.9187649999999999,2.0,15-0000,Computer and Mathematical Occupations,ME,510.0,84.96600000000001,43.35,2010
"Portland-South Portland-Biddeford, ME",76750,66710.0,2745.7836,1400.91,64430.0,3441.29058588,1755.760503,3.7,25.357,1.83888964,0.9382090000000001,2.1,15-0000,Computer and Mathematical Occupations,ME,4860.0,352.44719999999995,179.82,2010
"Ann Arbor, MI",11460,70250.0,5645.29,2880.25,67410.0,7075.241957000001,3609.8173250000004,4.8,34.213,3.2187590399999997,1.642224,4.1,15-0000,Computer and Mathematical Occupations,MI,6440.0,605.8752,309.12,2010
"Battle Creek, MI",12980,64070.0,5023.088000000001,2562.8,64530.0,6295.436190400002,3211.9572400000006,6.4,11.697,1.4672716799999999,0.7486079999999999,4.0,15-0000,Computer and Mathematical Occupations,MI,610.0,76.5184,39.04,2010
"Detroit-Livonia-Dearborn, MI Metropolitan Division",19804,76060.0,2385.2416,1216.96,76060.0,2989.42329728,1525.215968,4.1,23.285,1.8711825999999998,0.9546849999999999,1.6,15-0000,Computer and Mathematical Occupations,MI,15580.0,1252.0087999999998,638.78,2010
"Flint, MI",22420,61710.0,6047.58,3085.5,60540.0,7579.432014,3867.05715,18.6,13.28,4.841356800000001,2.4700800000000003,5.0,15-0000,Computer and Mathematical Occupations,MI,1680.0,612.4608000000001,312.48,2010
"Grand Rapids-Wyoming, MI",24340,62150.0,2436.2799999999997,1243.0,60260.0,3053.389724,1557.8519000000001,4.6,17.663,1.5924960799999999,0.8124979999999999,2.0,15-0000,Computer and Mathematical Occupations,MI,6330.0,570.7127999999999,291.17999999999995,2010
"Holland-Grand Haven, MI",26100,62200.0,3779.272,1928.2,59020.0,4736.5615976,2416.61306,8.2,12.492,2.00771424,1.024344,3.1,15-0000,Computer and Mathematical Occupations,MI,1210.0,194.47119999999998,99.22,2010
"Jackson, MI",27100,54070.0,3497.2475999999997,1784.31,52170.0,4383.100417080001,2236.275723,11.7,5.48,1.2566735999999998,0.64116,3.3,15-0000,Computer and Mathematical Occupations,MI,270.0,61.916399999999996,31.59,2010
"Kalamazoo-Portage, MI",28020,62670.0,3193.6632,1629.42,59910.0,4002.61808856,2042.152086,12.2,14.223,3.40100376,1.735206,2.6,15-0000,Computer and Mathematical Occupations,MI,1850.0,442.37199999999996,225.7,2010
"Lansing-East Lansing, MI",29620,63000.0,2099.16,1071.0,60790.0,2630.8772280000003,1342.2843000000003,3.6,30.062,2.12117472,1.082232,1.7,15-0000,Computer and Mathematical Occupations,MI,5910.0,417.0096,212.76,2010
"Monroe, MI",33780,62640.0,4297.104,2192.4,58970.0,5385.560443200001,2747.7349200000003,9.4,7.917,1.4586280799999998,0.7441979999999999,3.5,15-0000,Computer and Mathematical Occupations,MI,290.0,53.4296,27.26,2010
"Muskegon-Norton Shores, MI",34740,60090.0,3297.7392,1682.52,60220.0,4133.05653936,2108.702316,11.3,7.643,1.69277164,0.863659,2.8,15-0000,Computer and Mathematical Occupations,MI,430.0,95.2364,48.59,2010
"Niles-Benton Harbor, MI",35660,61820.0,7148.8648,3647.38,57080.0,8959.67225384,4571.261354,7.4,8.407,1.2193512800000001,0.6221180000000001,5.9,15-0000,Computer and Mathematical Occupations,MI,480.0,69.6192,35.52,2010
"Saginaw-Saginaw Township North, MI",40980,63750.0,4873.05,2486.25,61380.0,6107.393565,3116.0171250000003,9.2,11.167,2.01363344,1.027364,3.9,15-0000,Computer and Mathematical Occupations,MI,900.0,162.28799999999998,82.8,2010
"Warren-Troy-Farmington Hills, MI Metropolitan Division",47644,71110.0,2369.3851999999997,1208.87,69520.0,2969.55047116,1515.076771,3.7,31.71,2.2996092,1.17327,1.7,15-0000,Computer and Mathematical Occupations,MI,32270.0,2340.2204,1193.99,2010
"Duluth, MN-WI",20260,57310.0,2358.8795999999998,1203.51,56160.0,2956.38380268,1508.359083,13.4,14.573,3.82745272,1.952782,2.1,15-0000,Computer and Mathematical Occupations,MN,1780.0,467.49920000000003,238.52,2010
"Mankato-North Mankato, MN",31860,58990.0,2774.8896,1415.76,56840.0,3477.7691356800005,1774.3720080000003,8.2,10.53,1.6923815999999998,0.8634599999999999,2.4,15-0000,Computer and Mathematical Occupations,MN,590.0,94.8248,48.38,2010
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,77320.0,1212.3775999999998,618.56,75640.0,1519.47284608,775.241248,2.0,40.003,1.5681176,0.80006,0.8,15-0000,Computer and Mathematical Occupations,MN,67130.0,2631.4959999999996,1342.6,2010
"Rochester, MN",40340,82570.0,4693.2788,2394.53,81150.0,5882.08632004,3001.064449,2.8,47.474,2.6053731199999994,1.3292719999999998,2.9,15-0000,Computer and Mathematical Occupations,MN,4720.0,259.0336,132.16,2010
"St. Cloud, MN",41060,59320.0,2557.8784000000005,1305.0400000000002,56670.0,3205.788998720001,1635.6066320000004,8.0,13.513,2.1188384,1.08104,2.2,15-0000,Computer and Mathematical Occupations,MN,1260.0,197.56799999999998,100.8,2010
"Cape Girardeau-Jackson, MO-IL",16020,52920.0,9957.4272,5080.32,48660.0,12479.64350976,6367.165056000001,23.5,11.33,5.218598,2.66255,9.6,15-0000,Computer and Mathematical Occupations,MO,530.0,244.118,124.55,2010
