,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,JOBS_1000,A_MEAN_SE,A_MEDIAN_SE,JOBS_1000_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,JOBS_1000_ME,TOT_EMP_ME
59824,MI,12980,"Battle Creek, MI",15-0000,Computer and mathematical science occupations,550,6.0,62250,4.0,63440,2008,10.009099181073703,2490.0,3120.717,0.6005459508644222,33.0,4880.4,6116.60532,1.1770700636942675,64.67999999999999
60241,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",15-0000,Computer and mathematical science occupations,19880,6.0,77150,1.8,76290,2008,26.101227597978074,1388.7,1740.4577100000001,1.5660736558786845,1192.8,2721.852,3411.2971116000003,3.0695043655222216,2337.888
60712,MI,22420,"Flint, MI",15-0000,Computer and mathematical science occupations,1790,11.8,64390,3.1,62810,2008,12.624303547499824,1996.09,2501.6995970000003,1.4896678186049794,211.22,3912.3363999999997,4903.331210120001,2.9197489244657597,413.9912
61036,MI,24340,"Grand Rapids-Wyoming, MI",15-0000,Computer and mathematical science occupations,6050,5.3,58220,1.9,55470,2008,15.691461769893142,1106.18,1386.3753940000001,0.8316474738043366,320.65,2168.1128,2717.29577224,1.6300290486564997,628.4739999999999
61459,MI,26100,"Holland-Grand Haven, MI",15-0000,Computer and mathematical science occupations,1880,25.6,62730,2.4,61870,2008,17.3768370459377,1505.52,1886.8682160000003,4.448470283760052,481.28,2950.8192,3698.2617033600004,8.719001756169702,943.3087999999999
61727,MI,27100,"Jackson, MI",15-0000,Computer and mathematical science occupations,640,23.0,60910,4.6,60060,2008,11.649071714597744,2801.86,3511.5711380000007,2.6792864943574815,147.2,5491.6456,6882.679430480001,5.251401528940663,288.512
61959,MI,28020,"Kalamazoo-Portage, MI",15-0000,Computer and mathematical science occupations,2450,10.4,58370,2.5,55090,2008,17.520022883295194,1459.25,1828.8780250000002,1.8220823798627004,254.8,2860.13,3584.600929,3.571281464530893,499.408
62300,MI,29620,"Lansing-East Lansing, MI",15-0000,Computer and mathematical science occupations,5590,7.8,61440,2.5,60770,2008,26.608910891089106,1536.0,1925.0688,2.07549504950495,436.02,3010.56,3773.134848,4.067970297029702,854.5992
62644,MI,33780,"Monroe, MI",15-0000,Computer and mathematical science occupations,280,7.8,59250,3.7,55430,2008,6.984285357944624,2192.25,2747.546925,0.5447742579196807,21.84,4296.8099999999995,5385.191973,1.067757545522574,42.8064
62829,MI,34740,"Muskegon-Norton Shores, MI",15-0000,Computer and mathematical science occupations,520,14.7,57060,4.0,56120,2008,8.327994875080076,2282.4,2860.5319200000004,1.2242152466367713,76.44,4473.504,5606.642563200001,2.3994618834080716,149.8224
63060,MI,35660,"Niles-Benton Harbor, MI",15-0000,Computer and mathematical science occupations,710,3.8,63990,6.0,64610,2008,11.503564484769928,3839.4,4811.9200200000005,0.43713545042125723,26.98,7525.224,9431.3632392,0.8567854828256641,52.8808
63313,MI,40980,"Saginaw-Saginaw Township North, MI",15-0000,Computer and mathematical science occupations,1060,9.1,59610,2.4,58690,2008,12.434017595307918,1430.64,1793.0211120000001,1.1314956011730204,96.46,2804.0544,3514.3213795200004,2.21773137829912,189.06159999999997
63593,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",15-0000,Computer and mathematical science occupations,37640,3.6,71300,1.3,69410,2008,32.635083581882505,926.9,1161.68377,1.17486300894777,1355.04,1816.724,2276.9001892,2.3027314975376294,2655.8784
64129,MN,20260,"Duluth, MN-WI",15-0000,Computer and mathematical science occupations,1290,7.9,57210,1.7,55240,2008,10.221060137865463,972.57,1218.9219810000002,0.8074637508913716,101.91,1906.2372,2389.08708276,1.5826289517470882,199.7436
64519,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15-0000,Computer and mathematical science occupations,68640,2.5,75870,0.9,74310,2008,38.44193665817255,682.83,855.7908390000001,0.9610484164543138,1716.0,1338.3468,1677.3500444400001,1.8836548962504551,3363.36
65162,MN,40340,"Rochester, MN",15-0000,Computer and mathematical science occupations,4630,5.4,83620,5.2,81160,2008,44.69974898629079,4348.24,5449.649192,2.413786445259703,250.02,8522.5504,10681.31241632,4.731021432709017,490.0392
65448,MN,41060,"St. Cloud, MN",15-0000,Computer and mathematical science occupations,1270,6.7,58360,2.3,55460,2008,12.761254019292606,1342.28,1682.279524,0.8550040192926046,85.09,2630.8687999999997,3297.26786704,1.675807877813505,166.7764
65779,MO,17860,"Columbia, MO",15-0000,Computer and mathematical science occupations,1740,4.5,51290,3.6,50170,2008,20.6724486158964,1846.44,2314.1432520000003,0.930260187715338,78.3,3619.0224,4535.72077392,1.8233099679220626,153.468
66060,MO,27620,"Jefferson City, MO",15-0000,Computer and mathematical science occupations,2260,5.1,55410,4.8,49960,2008,31.393249062369776,2659.68,3333.3769440000005,1.6010557021808587,115.26,5212.9728,6533.418810240001,3.138069176274483,225.9096
66333,MO,27900,"Joplin, MO",15-0000,Computer and mathematical science occupations,490,6.7,46720,2.5,42010,2008,6.181405323577646,1168.0,1463.8544,0.4141541566797023,32.83,2289.2799999999997,2869.154624,0.8117421470922165,64.3468
66634,MO,28140,"Kansas City, MO-KS",15-0000,Computer and mathematical science occupations,34960,5.2,67850,1.1,65750,2008,34.42028985507247,746.35,935.4004550000001,1.7898550724637685,1817.92,1462.846,1833.3848918,3.508115942028986,3563.1232
67195,MO,41140,"St. Joseph, MO-KS",15-0000,Computer and mathematical science occupations,410,10.8,56180,4.5,51670,2008,7.936507936507937,2528.1,3168.4677300000003,0.8571428571428572,44.28,4955.076,6210.196750800001,1.6800000000000002,86.7888
67438,MO,41180,"St. Louis, MO-IL",15-0000,Computer and mathematical science occupations,41210,2.3,69410,1.3,68840,2008,30.639860815774213,902.33,1130.8901890000002,0.7047167987628069,947.8299999999998,1768.5668,2216.5447704400003,1.3812449255751016,1857.7467999999997
68039,MO,44180,"Springfield, MO",15-0000,Computer and mathematical science occupations,2870,3.9,50900,1.5,48070,2008,14.72852304218413,763.5,956.89455,0.5744123986451811,111.93,1496.46,1875.513318,1.125848301344555,219.3828
68428,MS,25060,"Gulfport-Biloxi, MS",15-0000,Computer and mathematical science occupations,1490,10.4,57620,2.8,54890,2008,14.015614711692221,1613.36,2022.0240880000001,1.457623930015991,154.96,3162.1856,3963.16721248,2.8569429028313422,303.7216
68743,MS,25620,"Hattiesburg, MS",15-0000,Computer and mathematical science occupations,510,24.3,43050,7.3,33860,2008,8.844953173777316,3142.65,3938.6832450000006,2.1493236212278877,123.93,6159.594,7719.8191602000015,4.21267429760666,242.9028
68991,MS,27140,"Jackson, MS",15-0000,Computer and mathematical science occupations,4050,6.2,54290,2.4,51830,2008,15.956818092273748,1302.96,1632.9997680000001,0.9893227217209725,251.1,2553.8016000000002,3200.67954528,1.939072534573106,492.156
69387,MS,37700,"Pascagoula, MS",15-0000,Computer and mathematical science occupations,550,23.2,62980,4.4,59970,2008,9.788218544224952,2771.12,3473.044696,2.2708667022601885,127.6,5431.3952,6807.167604159999,4.450898736429969,250.09599999999998
69603,MT,13740,"Billings, MT",15-0000,Computer and mathematical science occupations,920,8.1,51290,3.9,46840,2008,11.027208438211673,2000.31,2506.9885230000004,0.8932038834951455,74.52,3920.6076,4913.697505080001,1.750679611650485,146.05919999999998
69860,MT,24500,"Great Falls, MT",15-0000,Computer and mathematical science occupations,250,13.6,40500,3.9,37650,2008,7.008690776562938,1579.5,1979.5873500000002,0.9531819456125595,34.0,3095.82,3879.9912060000006,1.8682366134006168,66.64
70049,MT,33540,"Missoula, MT",15-0000,Computer and mathematical science occupations,790,6.5,52080,4.7,48550,2008,13.847502191060475,2447.76,3067.7776080000003,0.9000876424189309,51.35,4797.609600000001,6012.84411168,1.7641717791411045,100.646
70295,NC,11700,"Asheville, NC",15-0000,Computer and mathematical science occupations,1670,10.8,50970,4.0,45250,2008,9.50916752078351,2038.8,2555.22804,1.0269900922446191,180.36,3996.048,5008.2469584,2.0129005807994536,353.5056
