Occupation,OCC_CODE,OCC_GROUP,A_MEDIAN
"Software Developers, Applications",15-1132,detailed,77230.0
"Software Developers, Systems Software",15-1133,detailed,89290.0
Web Developers,15-1134,detailed,54550.0
Network and Computer Systems Administrators,15-1142,detailed,68850.0
Computer User Support Specialists,15-1151,detailed,44150.0
Computer Network Support Specialists,15-1152,detailed,50020.0
"Computer Occupations, All Other",15-1199,detailed,63800.0
Computer and Information Research Scientists,15-1111,detailed,100280.0
Computer Systems Analysts,15-1121,detailed,86860.0
Information Security Analysts,15-1122,detailed,89810.0
Computer Programmers,15-1131,detailed,71740.0
"Software Developers, Applications",15-1132,detailed,90970.0
"Software Developers, Systems Software",15-1133,detailed,87810.0
Web Developers,15-1134,detailed,69030.0
Database Administrators,15-1141,detailed,90880.0
Network and Computer Systems Administrators,15-1142,detailed,83840.0
Computer Network Architects,15-1143,detailed,107750.0
Computer User Support Specialists,15-1151,detailed,49800.0
Computer Network Support Specialists,15-1152,detailed,55640.0
"Computer Occupations, All Other",15-1199,detailed,75100.0
Actuaries,15-2011,detailed,101870.0
Operations Research Analysts,15-2031,detailed,85410.0
Statisticians,15-2041,detailed,98470.0
Computer Systems Analysts,15-1121,detailed,72500.0
Computer Programmers,15-1131,detailed,62140.0
"Software Developers, Applications",15-1132,detailed,77710.0
Web Developers,15-1134,detailed,42120.0
Database Administrators,15-1141,detailed,83880.0
Network and Computer Systems Administrators,15-1142,detailed,73650.0
Computer Network Architects,15-1143,detailed,70480.0
Computer User Support Specialists,15-1151,detailed,48000.0
Computer Network Support Specialists,15-1152,detailed,59240.0
"Computer Occupations, All Other",15-1199,detailed,68920.0
Operations Research Analysts,15-2031,detailed,60130.0
Computer Systems Analysts,15-1121,detailed,74440.0
Computer Programmers,15-1131,detailed,58490.0
"Software Developers, Applications",15-1132,detailed,62440.0
Network and Computer Systems Administrators,15-1142,detailed,71740.0
Computer User Support Specialists,15-1151,detailed,42780.0
"Computer Occupations, All Other",15-1199,detailed,54210.0
Computer and Information Research Scientists,15-1111,detailed,114890.0
Computer Systems Analysts,15-1121,detailed,90330.0
Information Security Analysts,15-1122,detailed,95050.0
Computer Programmers,15-1131,detailed,78540.0
"Software Developers, Applications",15-1132,detailed,91050.0
"Software Developers, Systems Software",15-1133,detailed,114820.0
Web Developers,15-1134,detailed,77390.0
Database Administrators,15-1141,detailed,89850.0
Network and Computer Systems Administrators,15-1142,detailed,86400.0
Computer Network Architects,15-1143,detailed,104380.0
Computer User Support Specialists,15-1151,detailed,55010.0
Computer Network Support Specialists,15-1152,detailed,58160.0
"Computer Occupations, All Other",15-1199,detailed,75700.0
Actuaries,15-2011,detailed,105150.0
Operations Research Analysts,15-2031,detailed,85300.0
Statisticians,15-2041,detailed,92100.0
Miscellaneous Mathematical Science Occupations,15-2090,detailed,62080.0
Computer Systems Analysts,15-1121,detailed,85320.0
"Software Developers, Applications",15-1132,detailed,86650.0
"Software Developers, Systems Software",15-1133,detailed,92470.0
Web Developers,15-1134,detailed,57930.0
Database Administrators,15-1141,detailed,92600.0
Network and Computer Systems Administrators,15-1142,detailed,74630.0
Computer User Support Specialists,15-1151,detailed,56480.0
Computer Network Support Specialists,15-1152,detailed,65320.0
"Computer Occupations, All Other",15-1199,detailed,76620.0
Operations Research Analysts,15-2031,detailed,79810.0
Computer Systems Analysts,15-1121,detailed,69820.0
Information Security Analysts,15-1122,detailed,89280.0
Computer Programmers,15-1131,detailed,79120.0
"Software Developers, Applications",15-1132,detailed,83910.0
"Software Developers, Systems Software",15-1133,detailed,90690.0
Web Developers,15-1134,detailed,53970.0
Database Administrators,15-1141,detailed,74560.0
Network and Computer Systems Administrators,15-1142,detailed,68490.0
Computer Network Architects,15-1143,detailed,95840.0
Computer User Support Specialists,15-1151,detailed,43610.0
Computer Network Support Specialists,15-1152,detailed,59870.0
"Computer Occupations, All Other",15-1199,detailed,61300.0
Computer Systems Analysts,15-1121,detailed,56930.0
Computer Programmers,15-1131,detailed,52640.0
Network and Computer Systems Administrators,15-1142,detailed,80530.0
Computer User Support Specialists,15-1151,detailed,35990.0
Computer Network Support Specialists,15-1152,detailed,41320.0
"Computer Occupations, All Other",15-1199,detailed,48440.0
Computer Systems Analysts,15-1121,detailed,54410.0
Information Security Analysts,15-1122,detailed,77270.0
Computer Programmers,15-1131,detailed,61830.0
"Software Developers, Applications",15-1132,detailed,78510.0
Web Developers,15-1134,detailed,47620.0
Database Administrators,15-1141,detailed,73620.0
Network and Computer Systems Administrators,15-1142,detailed,65690.0
Computer Network Architects,15-1143,detailed,80520.0
Computer User Support Specialists,15-1151,detailed,41080.0
Computer Network Support Specialists,15-1152,detailed,51070.0
"Computer Occupations, All Other",15-1199,detailed,67920.0
Computer Systems Analysts,15-1121,detailed,63270.0
Computer Programmers,15-1131,detailed,56650.0
"Software Developers, Applications",15-1132,detailed,68540.0
"Software Developers, Systems Software",15-1133,detailed,58550.0
Database Administrators,15-1141,detailed,61120.0
Network and Computer Systems Administrators,15-1142,detailed,59100.0
Computer Network Architects,15-1143,detailed,71500.0
Computer User Support Specialists,15-1151,detailed,42480.0
Computer Network Support Specialists,15-1152,detailed,43370.0
"Computer Occupations, All Other",15-1199,detailed,67920.0
Computer Systems Analysts,15-1121,detailed,75860.0
Computer Programmers,15-1131,detailed,65640.0
"Software Developers, Applications",15-1132,detailed,78230.0
"Software Developers, Systems Software",15-1133,detailed,67420.0
Network and Computer Systems Administrators,15-1142,detailed,63360.0
Computer Network Architects,15-1143,detailed,71430.0
Computer User Support Specialists,15-1151,detailed,36210.0
Computer Network Support Specialists,15-1152,detailed,45580.0
"Computer Occupations, All Other",15-1199,detailed,74380.0
Computer and Information Research Scientists,15-1111,detailed,101210.0
Computer Systems Analysts,15-1121,detailed,81480.0
Information Security Analysts,15-1122,detailed,81460.0
Computer Programmers,15-1131,detailed,79180.0
"Software Developers, Applications",15-1132,detailed,90330.0
"Software Developers, Systems Software",15-1133,detailed,98560.0
Web Developers,15-1134,detailed,55790.0
Database Administrators,15-1141,detailed,85260.0
Network and Computer Systems Administrators,15-1142,detailed,77890.0
Computer Network Architects,15-1143,detailed,95410.0
Computer User Support Specialists,15-1151,detailed,46460.0
Computer Network Support Specialists,15-1152,detailed,60370.0
"Computer Occupations, All Other",15-1199,detailed,87140.0
Actuaries,15-2011,detailed,105220.0
Operations Research Analysts,15-2031,detailed,78060.0
Statisticians,15-2041,detailed,86160.0
Computer Systems Analysts,15-1121,detailed,69210.0
Computer Programmers,15-1131,detailed,76450.0
"Software Developers, Applications",15-1132,detailed,72170.0
Network and Computer Systems Administrators,15-1142,detailed,60110.0
Computer User Support Specialists,15-1151,detailed,36590.0
Computer Network Support Specialists,15-1152,detailed,55860.0
"Computer Occupations, All Other",15-1199,detailed,76690.0
Computer and Information Research Scientists,15-1111,detailed,89110.0
Computer Systems Analysts,15-1121,detailed,90780.0
Information Security Analysts,15-1122,detailed,87700.0
Computer Programmers,15-1131,detailed,82580.0
"Software Developers, Applications",15-1132,detailed,98960.0
"Software Developers, Systems Software",15-1133,detailed,102040.0
Web Developers,15-1134,detailed,59900.0
Database Administrators,15-1141,detailed,95320.0
Network and Computer Systems Administrators,15-1142,detailed,87050.0
Computer Network Architects,15-1143,detailed,100020.0
Computer User Support Specialists,15-1151,detailed,46450.0
Computer Network Support Specialists,15-1152,detailed,54670.0
"Computer Occupations, All Other",15-1199,detailed,83180.0
Actuaries,15-2011,detailed,79480.0
Operations Research Analysts,15-2031,detailed,87480.0
Statisticians,15-2041,detailed,73040.0
Computer Systems Analysts,15-1121,detailed,60540.0
Information Security Analysts,15-1122,detailed,70210.0
Computer Programmers,15-1131,detailed,70440.0
"Software Developers, Applications",15-1132,detailed,72290.0
"Software Developers, Systems Software",15-1133,detailed,31200.0
Web Developers,15-1134,detailed,45790.0
Database Administrators,15-1141,detailed,72280.0
Network and Computer Systems Administrators,15-1142,detailed,63650.0
Computer Network Architects,15-1143,detailed,82980.0
Computer User Support Specialists,15-1151,detailed,37310.0
Computer Network Support Specialists,15-1152,detailed,46070.0
"Computer Occupations, All Other",15-1199,detailed,51790.0
Operations Research Analysts,15-2031,detailed,41580.0
Computer and Information Research Scientists,15-1111,detailed,91530.0
Computer Systems Analysts,15-1121,detailed,61510.0
Computer Programmers,15-1131,detailed,65700.0
"Software Developers, Applications",15-1132,detailed,79120.0
"Software Developers, Systems Software",15-1133,detailed,88990.0
Web Developers,15-1134,detailed,65940.0
Database Administrators,15-1141,detailed,58220.0
Network and Computer Systems Administrators,15-1142,detailed,77590.0
Computer Network Architects,15-1143,detailed,68100.0
Computer User Support Specialists,15-1151,detailed,45760.0
Computer Network Support Specialists,15-1152,detailed,46170.0
"Computer Occupations, All Other",15-1199,detailed,80270.0
Computer Systems Analysts,15-1121,detailed,78780.0
Computer Programmers,15-1131,detailed,64690.0
Network and Computer Systems Administrators,15-1142,detailed,80810.0
Computer User Support Specialists,15-1151,detailed,40880.0
Computer Network Support Specialists,15-1152,detailed,36130.0
Computer Systems Analysts,15-1121,detailed,57450.0
Information Security Analysts,15-1122,detailed,66180.0
Computer Programmers,15-1131,detailed,75390.0
"Software Developers, Applications",15-1132,detailed,98240.0
"Software Developers, Systems Software",15-1133,detailed,68680.0
Web Developers,15-1134,detailed,62120.0
Database Administrators,15-1141,detailed,67210.0
Network and Computer Systems Administrators,15-1142,detailed,72430.0
Computer Network Architects,15-1143,detailed,94970.0
Computer User Support Specialists,15-1151,detailed,44330.0
Computer Network Support Specialists,15-1152,detailed,46590.0
"Computer Occupations, All Other",15-1199,detailed,78210.0
Actuaries,15-2011,detailed,94210.0
Operations Research Analysts,15-2031,detailed,51940.0
Statisticians,15-2041,detailed,58420.0
Computer Systems Analysts,15-1121,detailed,72050.0
Computer Programmers,15-1131,detailed,59340.0
"Software Developers, Applications",15-1132,detailed,75500.0
"Software Developers, Systems Software",15-1133,detailed,72010.0
Web Developers,15-1134,detailed,39090.0
Database Administrators,15-1141,detailed,48690.0
Network and Computer Systems Administrators,15-1142,detailed,61230.0
Computer Network Architects,15-1143,detailed,78680.0
Computer User Support Specialists,15-1151,detailed,47190.0
Computer Network Support Specialists,15-1152,detailed,62710.0
"Computer Occupations, All Other",15-1199,detailed,58100.0
Network and Computer Systems Administrators,15-1142,detailed,54900.0
Computer User Support Specialists,15-1151,detailed,35190.0
Computer Systems Analysts,15-1121,detailed,74140.0
"Software Developers, Applications",15-1132,detailed,66860.0
"Software Developers, Systems Software",15-1133,detailed,48270.0
Web Developers,15-1134,detailed,49160.0
Network and Computer Systems Administrators,15-1142,detailed,49900.0
Computer User Support Specialists,15-1151,detailed,37340.0
Computer Network Support Specialists,15-1152,detailed,57360.0
"Computer Occupations, All Other",15-1199,detailed,56240.0
Computer Systems Analysts,15-1121,detailed,70610.0
Information Security Analysts,15-1122,detailed,83960.0
Computer Programmers,15-1131,detailed,57700.0
"Software Developers, Applications",15-1132,detailed,97520.0
Web Developers,15-1134,detailed,61210.0
Database Administrators,15-1141,detailed,68180.0
Network and Computer Systems Administrators,15-1142,detailed,64420.0
Computer User Support Specialists,15-1151,detailed,39760.0
Computer Network Support Specialists,15-1152,detailed,41720.0
"Computer Occupations, All Other",15-1199,detailed,88680.0
Computer Systems Analysts,15-1121,detailed,74610.0
Computer Programmers,15-1131,detailed,83790.0
"Software Developers, Applications",15-1132,detailed,86230.0
"Software Developers, Systems Software",15-1133,detailed,77580.0
Network and Computer Systems Administrators,15-1142,detailed,101840.0
Computer User Support Specialists,15-1151,detailed,54890.0
"Computer Occupations, All Other",15-1199,detailed,73030.0
Computer Systems Analysts,15-1121,detailed,92440.0
Information Security Analysts,15-1122,detailed,104890.0
Computer Programmers,15-1131,detailed,93900.0
"Software Developers, Applications",15-1132,detailed,102280.0
"Software Developers, Systems Software",15-1133,detailed,112320.0
Web Developers,15-1134,detailed,73940.0
Database Administrators,15-1141,detailed,96140.0
Network and Computer Systems Administrators,15-1142,detailed,81230.0
Computer Network Architects,15-1143,detailed,112840.0
Computer User Support Specialists,15-1151,detailed,50970.0
Computer Network Support Specialists,15-1152,detailed,53920.0
"Computer Occupations, All Other",15-1199,detailed,77480.0
Actuaries,15-2011,detailed,118050.0
Operations Research Analysts,15-2031,detailed,72150.0
Statisticians,15-2041,detailed,82450.0
Computer and Information Research Scientists,15-1111,detailed,115030.0
Computer Systems Analysts,15-1121,detailed,83230.0
Information Security Analysts,15-1122,detailed,95470.0
Computer Programmers,15-1131,detailed,91300.0
"Software Developers, Applications",15-1132,detailed,94700.0
"Software Developers, Systems Software",15-1133,detailed,104730.0
Web Developers,15-1134,detailed,64780.0
Database Administrators,15-1141,detailed,89370.0
Network and Computer Systems Administrators,15-1142,detailed,93710.0
Computer Network Architects,15-1143,detailed,110070.0
Computer User Support Specialists,15-1151,detailed,50690.0
Computer Network Support Specialists,15-1152,detailed,60550.0
"Computer Occupations, All Other",15-1199,detailed,94640.0
Operations Research Analysts,15-2031,detailed,72640.0
Statisticians,15-2041,detailed,95030.0
Computer Systems Analysts,15-1121,detailed,61940.0
Information Security Analysts,15-1122,detailed,72660.0
Computer Programmers,15-1131,detailed,71620.0
"Software Developers, Applications",15-1132,detailed,74430.0
Database Administrators,15-1141,detailed,81240.0
Network and Computer Systems Administrators,15-1142,detailed,67960.0
Computer Network Architects,15-1143,detailed,83100.0
Computer User Support Specialists,15-1151,detailed,45380.0
Computer Network Support Specialists,15-1152,detailed,72780.0
"Computer Occupations, All Other",15-1199,detailed,84610.0
Network and Computer Systems Administrators,15-1142,detailed,78740.0
Computer User Support Specialists,15-1151,detailed,39510.0
Computer Systems Analysts,15-1121,detailed,91010.0
Information Security Analysts,15-1122,detailed,71980.0
Computer Programmers,15-1131,detailed,73870.0
"Software Developers, Applications",15-1132,detailed,92380.0
"Software Developers, Systems Software",15-1133,detailed,104620.0
Web Developers,15-1134,detailed,71960.0
Database Administrators,15-1141,detailed,69440.0
Network and Computer Systems Administrators,15-1142,detailed,78650.0
Computer Network Architects,15-1143,detailed,111540.0
Computer User Support Specialists,15-1151,detailed,45170.0
Computer Network Support Specialists,15-1152,detailed,57230.0
"Computer Occupations, All Other",15-1199,detailed,85080.0
Actuaries,15-2011,detailed,91880.0
Operations Research Analysts,15-2031,detailed,60020.0
Computer Systems Analysts,15-1121,detailed,77310.0
Information Security Analysts,15-1122,detailed,82340.0
Computer Programmers,15-1131,detailed,67360.0
"Software Developers, Applications",15-1132,detailed,91170.0
Network and Computer Systems Administrators,15-1142,detailed,65010.0
Computer Network Architects,15-1143,detailed,77340.0
Computer User Support Specialists,15-1151,detailed,45290.0
Computer Network Support Specialists,15-1152,detailed,41600.0
"Computer Occupations, All Other",15-1199,detailed,73490.0
Computer Systems Analysts,15-1121,detailed,60780.0
Computer Programmers,15-1131,detailed,73160.0
"Software Developers, Applications",15-1132,detailed,77280.0
Database Administrators,15-1141,detailed,67610.0
Network and Computer Systems Administrators,15-1142,detailed,66590.0
Computer Network Architects,15-1143,detailed,73740.0
Computer User Support Specialists,15-1151,detailed,42160.0
Computer Systems Analysts,15-1121,detailed,66200.0
Computer User Support Specialists,15-1151,detailed,34940.0
"Computer Occupations, All Other",15-1199,detailed,74090.0
Computer Systems Analysts,15-1121,detailed,83430.0
"Software Developers, Applications",15-1132,detailed,104400.0
Network and Computer Systems Administrators,15-1142,detailed,76600.0
Computer User Support Specialists,15-1151,detailed,40130.0
Computer and Information Research Scientists,15-1111,detailed,101490.0
Computer Systems Analysts,15-1121,detailed,87970.0
Information Security Analysts,15-1122,detailed,96110.0
Computer Programmers,15-1131,detailed,95990.0
"Software Developers, Applications",15-1132,detailed,98510.0
"Software Developers, Systems Software",15-1133,detailed,101820.0
Web Developers,15-1134,detailed,74370.0
Database Administrators,15-1141,detailed,102430.0
Network and Computer Systems Administrators,15-1142,detailed,90510.0
Computer Network Architects,15-1143,detailed,101970.0
Computer User Support Specialists,15-1151,detailed,54820.0
Computer Network Support Specialists,15-1152,detailed,75160.0
"Computer Occupations, All Other",15-1199,detailed,87210.0
Operations Research Analysts,15-2031,detailed,71320.0
Statisticians,15-2041,detailed,109620.0
Computer Systems Analysts,15-1121,detailed,76100.0
Database Administrators,15-1141,detailed,86270.0
Network and Computer Systems Administrators,15-1142,detailed,73710.0
Computer User Support Specialists,15-1151,detailed,48150.0
Computer Systems Analysts,15-1121,detailed,91600.0
Information Security Analysts,15-1122,detailed,75830.0
Computer Programmers,15-1131,detailed,68160.0
"Software Developers, Applications",15-1132,detailed,79770.0
"Software Developers, Systems Software",15-1133,detailed,86770.0
Web Developers,15-1134,detailed,38340.0
Network and Computer Systems Administrators,15-1142,detailed,57020.0
Computer Network Architects,15-1143,detailed,72050.0
Computer User Support Specialists,15-1151,detailed,48860.0
Computer Network Support Specialists,15-1152,detailed,51640.0
"Computer Occupations, All Other",15-1199,detailed,104370.0
Operations Research Analysts,15-2031,detailed,82470.0
Statisticians,15-2041,detailed,88110.0
Computer Systems Analysts,15-1121,detailed,83180.0
Information Security Analysts,15-1122,detailed,76920.0
Computer Programmers,15-1131,detailed,82690.0
"Software Developers, Applications",15-1132,detailed,94320.0
"Software Developers, Systems Software",15-1133,detailed,106600.0
Web Developers,15-1134,detailed,67440.0
Database Administrators,15-1141,detailed,82970.0
Network and Computer Systems Administrators,15-1142,detailed,78800.0
Computer Network Architects,15-1143,detailed,117480.0
Computer User Support Specialists,15-1151,detailed,46570.0
Computer Network Support Specialists,15-1152,detailed,53480.0
"Computer Occupations, All Other",15-1199,detailed,69970.0
Operations Research Analysts,15-2031,detailed,100390.0
Statisticians,15-2041,detailed,89300.0
Computer Systems Analysts,15-1121,detailed,51380.0
"Software Developers, Applications",15-1132,detailed,72180.0
Web Developers,15-1134,detailed,57210.0
Database Administrators,15-1141,detailed,92610.0
Network and Computer Systems Administrators,15-1142,detailed,71310.0
Computer User Support Specialists,15-1151,detailed,46640.0
Computer Network Support Specialists,15-1152,detailed,56950.0
"Computer Occupations, All Other",15-1199,detailed,72350.0
Computer Systems Analysts,15-1121,detailed,72880.0
Information Security Analysts,15-1122,detailed,77990.0
Computer Programmers,15-1131,detailed,58550.0
"Software Developers, Applications",15-1132,detailed,74130.0
"Software Developers, Systems Software",15-1133,detailed,60490.0
Web Developers,15-1134,detailed,60060.0
Database Administrators,15-1141,detailed,61210.0
Network and Computer Systems Administrators,15-1142,detailed,62760.0
Computer Network Architects,15-1143,detailed,89890.0
Computer User Support Specialists,15-1151,detailed,50310.0
Computer Network Support Specialists,15-1152,detailed,60380.0
"Computer Occupations, All Other",15-1199,detailed,67660.0
Operations Research Analysts,15-2031,detailed,52190.0
Computer Systems Analysts,15-1121,detailed,78600.0
"Software Developers, Applications",15-1132,detailed,71420.0
"Software Developers, Systems Software",15-1133,detailed,79290.0
Network and Computer Systems Administrators,15-1142,detailed,61130.0
Computer Network Architects,15-1143,detailed,91950.0
Computer User Support Specialists,15-1151,detailed,45790.0
Computer Network Support Specialists,15-1152,detailed,54390.0
"Computer Occupations, All Other",15-1199,detailed,69970.0
Computer Systems Analysts,15-1121,detailed,81140.0
Computer Programmers,15-1131,detailed,62780.0
Network and Computer Systems Administrators,15-1142,detailed,55210.0
Computer User Support Specialists,15-1151,detailed,36560.0
Computer Network Support Specialists,15-1152,detailed,52690.0
Computer Systems Analysts,15-1121,detailed,62640.0
Information Security Analysts,15-1122,detailed,74380.0
Computer Programmers,15-1131,detailed,72440.0
"Software Developers, Applications",15-1132,detailed,73920.0
"Software Developers, Systems Software",15-1133,detailed,81460.0
Web Developers,15-1134,detailed,50220.0
Database Administrators,15-1141,detailed,65140.0
Network and Computer Systems Administrators,15-1142,detailed,64330.0
Computer Network Architects,15-1143,detailed,75470.0
Computer User Support Specialists,15-1151,detailed,39520.0
Computer Network Support Specialists,15-1152,detailed,53820.0
"Computer Occupations, All Other",15-1199,detailed,63900.0
Operations Research Analysts,15-2031,detailed,59190.0
Statisticians,15-2041,detailed,50450.0
Computer and Information Research Scientists,15-1111,detailed,89730.0
Computer Systems Analysts,15-1121,detailed,78450.0
Information Security Analysts,15-1122,detailed,84850.0
Computer Programmers,15-1131,detailed,78160.0
"Software Developers, Applications",15-1132,detailed,88310.0
"Software Developers, Systems Software",15-1133,detailed,94670.0
Web Developers,15-1134,detailed,62680.0
Database Administrators,15-1141,detailed,88370.0
Network and Computer Systems Administrators,15-1142,detailed,79940.0
Computer Network Architects,15-1143,detailed,98630.0
Computer User Support Specialists,15-1151,detailed,48420.0
Computer Network Support Specialists,15-1152,detailed,54120.0
"Computer Occupations, All Other",15-1199,detailed,83570.0
Actuaries,15-2011,detailed,82720.0
Operations Research Analysts,15-2031,detailed,62820.0
Statisticians,15-2041,detailed,68670.0
Computer Systems Analysts,15-1121,detailed,89900.0
Computer Programmers,15-1131,detailed,66830.0
"Software Developers, Systems Software",15-1133,detailed,80920.0
Web Developers,15-1134,detailed,72370.0
Computer User Support Specialists,15-1151,detailed,53100.0
Computer Network Support Specialists,15-1152,detailed,74740.0
"Computer Occupations, All Other",15-1199,detailed,79310.0
Operations Research Analysts,15-2031,detailed,91720.0
Computer Systems Analysts,15-1121,detailed,76740.0
Computer Programmers,15-1131,detailed,76130.0
"Software Developers, Applications",15-1132,detailed,89070.0
"Software Developers, Systems Software",15-1133,detailed,110300.0
Web Developers,15-1134,detailed,60980.0
Network and Computer Systems Administrators,15-1142,detailed,77040.0
Computer Network Architects,15-1143,detailed,101990.0
Computer User Support Specialists,15-1151,detailed,55870.0
Computer Network Support Specialists,15-1152,detailed,70530.0
"Computer Occupations, All Other",15-1199,detailed,96240.0
Operations Research Analysts,15-2031,detailed,80610.0
Statisticians,15-2041,detailed,62660.0
Computer Systems Analysts,15-1121,detailed,88410.0
Information Security Analysts,15-1122,detailed,87870.0
Computer Programmers,15-1131,detailed,64140.0
"Software Developers, Applications",15-1132,detailed,108610.0
"Software Developers, Systems Software",15-1133,detailed,137540.0
Web Developers,15-1134,detailed,62980.0
Database Administrators,15-1141,detailed,90640.0
Network and Computer Systems Administrators,15-1142,detailed,77200.0
Computer Network Architects,15-1143,detailed,111090.0
Computer User Support Specialists,15-1151,detailed,50450.0
Computer Network Support Specialists,15-1152,detailed,77440.0
"Computer Occupations, All Other",15-1199,detailed,93390.0
Operations Research Analysts,15-2031,detailed,70890.0
Computer Programmers,15-1131,detailed,74130.0
"Software Developers, Systems Software",15-1133,detailed,109220.0
Web Developers,15-1134,detailed,71120.0
Network and Computer Systems Administrators,15-1142,detailed,84510.0
Computer Network Architects,15-1143,detailed,109640.0
Computer User Support Specialists,15-1151,detailed,52970.0
Computer Network Support Specialists,15-1152,detailed,68790.0
"Computer Occupations, All Other",15-1199,detailed,87440.0
Computer and Information Research Scientists,15-1111,detailed,120860.0
Computer Systems Analysts,15-1121,detailed,92410.0
Computer Programmers,15-1131,detailed,90200.0
"Software Developers, Applications",15-1132,detailed,87920.0
"Software Developers, Systems Software",15-1133,detailed,88830.0
Database Administrators,15-1141,detailed,84640.0
Computer Network Architects,15-1143,detailed,116310.0
Computer User Support Specialists,15-1151,detailed,50650.0
Computer Network Support Specialists,15-1152,detailed,65700.0
"Computer Occupations, All Other",15-1199,detailed,68850.0
Operations Research Analysts,15-2031,detailed,86950.0
Computer Systems Analysts,15-1121,detailed,89030.0
Information Security Analysts,15-1122,detailed,91600.0
Computer Programmers,15-1131,detailed,76240.0
"Software Developers, Applications",15-1132,detailed,88750.0
"Software Developers, Systems Software",15-1133,detailed,113620.0
Web Developers,15-1134,detailed,58690.0
Database Administrators,15-1141,detailed,94390.0
Network and Computer Systems Administrators,15-1142,detailed,78000.0
Computer Network Architects,15-1143,detailed,90770.0
Computer User Support Specialists,15-1151,detailed,49030.0
Computer Network Support Specialists,15-1152,detailed,70630.0
"Computer Occupations, All Other",15-1199,detailed,74150.0
Actuaries,15-2011,detailed,85080.0
Computer and Information Research Scientists,15-1111,detailed,115740.0
Computer Systems Analysts,15-1121,detailed,95300.0
Information Security Analysts,15-1122,detailed,118210.0
Computer Programmers,15-1131,detailed,77740.0
"Software Developers, Applications",15-1132,detailed,110070.0
"Software Developers, Systems Software",15-1133,detailed,112710.0
Web Developers,15-1134,detailed,83940.0
Database Administrators,15-1141,detailed,101650.0
Network and Computer Systems Administrators,15-1142,detailed,98730.0
Computer Network Architects,15-1143,detailed,122010.0
Computer User Support Specialists,15-1151,detailed,63770.0
Computer Network Support Specialists,15-1152,detailed,81620.0
"Computer Occupations, All Other",15-1199,detailed,101220.0
Actuaries,15-2011,detailed,106430.0
Mathematicians,15-2021,detailed,107000.0
Operations Research Analysts,15-2031,detailed,113540.0
Statisticians,15-2041,detailed,112880.0
Miscellaneous Mathematical Science Occupations,15-2090,detailed,90400.0
Computer User Support Specialists,15-1151,detailed,51090.0
"Computer Occupations, All Other",15-1199,detailed,79640.0
Computer Systems Analysts,15-1121,detailed,100220.0
Information Security Analysts,15-1122,detailed,113340.0
Computer Programmers,15-1131,detailed,85740.0
"Software Developers, Applications",15-1132,detailed,100470.0
"Software Developers, Systems Software",15-1133,detailed,112460.0
Database Administrators,15-1141,detailed,107630.0
Network and Computer Systems Administrators,15-1142,detailed,86570.0
Computer Network Architects,15-1143,detailed,124630.0
Computer User Support Specialists,15-1151,detailed,64570.0
Computer Network Support Specialists,15-1152,detailed,85340.0
"Computer Occupations, All Other",15-1199,detailed,81440.0
Actuaries,15-2011,detailed,90460.0
Statisticians,15-2041,detailed,96510.0
"Software Developers, Applications",15-1132,detailed,82870.0
Network and Computer Systems Administrators,15-1142,detailed,75600.0
Computer User Support Specialists,15-1151,detailed,52390.0
Computer Systems Analysts,15-1121,detailed,78410.0
Information Security Analysts,15-1122,detailed,104840.0
Computer Programmers,15-1131,detailed,76450.0
"Software Developers, Applications",15-1132,detailed,86060.0
"Software Developers, Systems Software",15-1133,detailed,99360.0
Web Developers,15-1134,detailed,56300.0
Database Administrators,15-1141,detailed,78130.0
Network and Computer Systems Administrators,15-1142,detailed,67950.0
Computer Network Architects,15-1143,detailed,112260.0
Computer User Support Specialists,15-1151,detailed,41950.0
Computer Network Support Specialists,15-1152,detailed,59560.0
"Computer Occupations, All Other",15-1199,detailed,76340.0
Mathematicians,15-2021,detailed,108020.0
Operations Research Analysts,15-2031,detailed,80530.0
Statisticians,15-2041,detailed,73190.0
Network and Computer Systems Administrators,15-1142,detailed,70810.0
Computer User Support Specialists,15-1151,detailed,37770.0
Computer and Information Research Scientists,15-1111,detailed,87300.0
Computer Systems Analysts,15-1121,detailed,72430.0
"Software Developers, Applications",15-1132,detailed,61160.0
"Software Developers, Systems Software",15-1133,detailed,87940.0
Database Administrators,15-1141,detailed,65740.0
Network and Computer Systems Administrators,15-1142,detailed,60820.0
Computer User Support Specialists,15-1151,detailed,34290.0
Computer Network Support Specialists,15-1152,detailed,49990.0
"Computer Occupations, All Other",15-1199,detailed,74580.0
Operations Research Analysts,15-2031,detailed,93830.0
Computer Systems Analysts,15-1121,detailed,66250.0
"Software Developers, Applications",15-1132,detailed,65230.0
Database Administrators,15-1141,detailed,67910.0
Network and Computer Systems Administrators,15-1142,detailed,68640.0
Computer Network Architects,15-1143,detailed,88600.0
Computer User Support Specialists,15-1151,detailed,38880.0
Computer Network Support Specialists,15-1152,detailed,54920.0
"Computer Occupations, All Other",15-1199,detailed,73630.0
"Software Developers, Applications",15-1132,detailed,76870.0
Computer User Support Specialists,15-1151,detailed,63250.0
"Computer Occupations, All Other",15-1199,detailed,56240.0
Computer Systems Analysts,15-1121,detailed,85550.0
Information Security Analysts,15-1122,detailed,84290.0
Computer Programmers,15-1131,detailed,73670.0
"Software Developers, Applications",15-1132,detailed,106640.0
"Software Developers, Systems Software",15-1133,detailed,94430.0
Web Developers,15-1134,detailed,53710.0
